 1.09737e-10 6.68463e-13 0
 1.09737e-10 6.68463e-13 0
 1.09737e-10 6.68463e-13 0
 45.5082 1.36317 1.16604
 45.5082 1.36317 1.16604
 45.5082 1.36317 1.16604
 46.2036 1.33936 1.20087
 46.2036 1.33936 1.20087
 46.2036 1.33936 1.20087
 73.3461 0.883626 13.9664
 73.3461 0.883626 13.9664
 73.3461 0.883626 13.9664
 205.381 0.127853 1.23444
 205.381 0.127853 1.23444
 205.381 0.127853 1.23444
 7.7421 1.30822 0
 7.7421 1.30822 0
 17.2983 2.04175 0.0268861
 45.3681 1.34108 1.17195
 45.3681 1.34108 1.17195
 46.4094 1.3255 1.21986
 46.5274 1.32303 1.22582
 46.5274 1.32303 1.22582
 57.9914 0.969534 4.25523
 73.2345 0.837963 13.9802
 73.2345 0.837963 13.9802
 86.5658 1.06492 16.7214
 205.398 0.128596 1.24005
 205.398 0.128596 1.24005
 244.166 0 7.06067
 15.1005 2.00445 0
 15.1005 2.00445 0
 29.7817 2.39932 0.139141
 44.6964 1.35378 1.14359
 44.6964 1.35378 1.14359
 46.9664 1.30759 1.26811
 47.6709 1.30112 1.31975
 47.6709 1.30112 1.31975
 64.4726 0.879342 8.64383
 72.9012 0.859808 13.424
 72.9012 0.859808 13.424
 95.2191 0.825981 15.5502
 205.445 0.130232 1.24128
 205.445 0.130232 1.24128
 240.078 0 5.85435
 21.7544 2.38547 0
 21.7544 2.38547 0
 38.2958 1.59327 0.532372
 43.4723 1.41579 0.842833
 43.4723 1.41579 0.842833
 47.7155 1.32688 1.36559
 49.4101 1.2685 1.54182
 49.4101 1.2685 1.54182
 67.0469 0.887974 9.58484
 72.3647 0.865004 12.8724
 72.3647 0.865004 12.8724
 112.377 0.864198 11.8308
 205.508 0.13369 1.24304
 205.508 0.13369 1.24304
 233.425 0 4.31865
 27.5033 2.51681 0
 27.5033 2.51681 0
 41.6873 1.50008 0.561639
 41.6873 1.50008 0.561639
 44.8927 1.46273 0.711488
 48.4514 1.23336 1.02126
 51.3285 1.15545 1.85442
 51.3285 1.15545 1.85442
 66.3575 0.864192 9.25717
 71.702 0.901059 12.5168
 71.702 0.901059 12.5168
 132.212 0.63676 5.29211
 205.573 0.139027 1.29387
 205.573 0.139027 1.29387
 224.737 0.00606116 2.18285
 32.289 2.01595 0.00788749
 32.289 2.01595 0.00788749
 39.2923 1.58783 0.416559
 39.2923 1.58783 0.416559
 48.9821 1.23858 1.04339
 49.9431 1.25198 1.17591
 52.877 1.12915 1.85299
 52.877 1.12915 1.85299
 64.4207 0.849615 8.37792
 71.1031 0.885063 12.846
 71.1031 0.885063 12.846
 148.944 0.814616 5.1805
 205.62 0.163449 1.2955
 205.62 0.163449 1.2955
 215.75 0.0350932 1.06814
 35.9183 1.74521 0.172916
 35.9183 1.74521 0.172916
 36.4589 1.77741 0.202457
 36.4589 1.77741 0.202457
 49.1747 1.20892 1.13096
 52.1711 1.21015 1.6504
 53.4826 1.1563 2.69575
 53.4826 1.1563 2.69575
 63.1886 0.87277 7.96304
 70.8515 0.886052 12.8515
 70.8515 0.886052 12.8515
 156.151 1.39352 3.84893
 205.638 0.18574 1.33888
 205.638 0.18574 1.33888
 211.268 0.0472626 1.11397
 10.9313 1.69168 0
 16.0482 2.01446 0.0195696
 21.0787 2.38635 0.0504375
 45.4036 1.34664 1.20928
 45.7757 1.3381 1.21807
 46.6819 1.31493 1.24965
 47.0401 1.31436 1.26814
 47.415 1.30782 1.29071
 57.3307 0.93331 3.77067
 73.1202 0.845074 13.9595
 77.4813 0.968184 16.3447
 86.9286 1.08461 16.8056
 204.479 0.134693 1.3879
 205.415 0.128636 1.2348
 243.575 0 6.13937
 16.9191 2.12689 0
 21.0493 2.34273 0.0179648
 31.0289 2.12698 0.142454
 44.9339 1.36438 1.1759
 45.5204 1.3511 1.20895
 46.6457 1.31476 1.27567
 47.6455 1.30269 1.3356
 49.1556 1.29915 1.45633
 62.17 0.870817 7.2634
 72.7787 0.865658 13.4688
 79.3767 0.973107 15.2249
 95.1092 0.847634 15.7814
 204.094 0.165336 1.40104
 205.46 0.13181 1.23103
 240.063 0 5.9283
 22.9961 2.37031 0
 25.7094 2.25262 0.0105327
 38.6002 1.61298 0.511268
 43.8036 1.4283 0.86494
 45.0977 1.38057 1.09405
 45.8902 1.36544 1.2575
 49.3379 1.26386 1.56385
 51.1631 1.20159 1.77075
 65.1946 0.87537 8.85125
 72.2281 0.870312 12.6694
 78.8646 0.965779 15.8487
 112.41 0.835065 12.3761
 204.213 0.18538 1.40808
 205.522 0.192841 1.23222
 233.778 0 4.29464
 28.4165 2.40504 0
 30.1718 2.286 0.00122848
 42.1038 1.49933 0.580875
 43.3488 1.47208 0.650501
 44.2686 1.46056 0.693875
 46.3874 1.34172 0.816335
 51.2531 1.15608 2.00158
 53.0341 1.08475 2.57992
 65.5898 0.866187 9.11016
 71.5461 0.909562 12.2174
 77.979 0.962657 17.7996
 131.977 0.590552 5.31104
 204.599 0.196772 1.42352
 205.585 0.182662 1.30312
 225.381 0.00198014 2.54127
 32.9591 2.03744 0.00360138
 33.9996 1.85292 0.018912
 39.8297 1.5549 0.381338
 41.3135 1.47318 0.462818
 46.0709 1.29656 0.772303
 49.2307 1.23215 1.1735
 52.8135 1.12215 2.094
 54.0984 1.08109 2.99818
 64.985 0.865236 9.06528
 70.9278 0.884896 12.1882
 77.2169 0.984603 16.931
 148.166 0.783578 4.51106
 205.452 0.207823 1.32061
 205.631 0.20515 1.30455
 216.347 0.0269465 1.10077
 36.0505 1.81862 0.166044
 36.1219 1.81745 0.169797
 37.4962 1.83323 0.232983
 39.7852 1.4221 0.289931
 46.2593 1.27018 0.833244
 51.1851 1.22023 1.63975
 53.4266 1.14368 2.58919
 54.1217 1.1424 2.91251
 64.6003 0.873899 9.39274
 70.6672 0.882099 12.3392
 76.9101 1.00439 16.5651
 154.965 1.21395 4.10349
 205.648 0.227486 1.34809
 206.899 0.199803 1.25928
 210.92 0.0469652 1.11583
 21.1748 2.35996 0
 27.1306 2.18957 0.0348535
 34.9953 1.76878 0.219508
 43.9939 1.38889 1.13928
 45.2071 1.37828 1.25098
 47.9451 1.30146 1.38001
 49.2085 1.28765 1.50806
 50.1946 1.26953 1.63104
 63.4377 0.883751 7.89454
 72.4118 0.860864 12.7373
 90.5459 1.06254 17.4435
 96.9658 0.866707 14.6587
 202.507 0.208735 1.64524
 205.502 0.182778 1.20787
 238.142 0 6.41662
 26.0975 2.20023 0
 30.4969 2.22441 0.0276451
 39.5998 1.61194 0.464032
 42.9881 1.46824 0.739137
 44.6509 1.41196 0.918893
 48.5229 1.26707 1.57727
 49.2316 1.24417 1.70491
 52.2556 1.08515 2.35533
 65.8791 0.86785 9.29942
 71.8171 0.872499 12.0532
 92.8637 0.930376 15.0079
 112.682 0.76962 12.2462
 202.181 0.228126 1.7584
 205.559 0.179195 1.23402
 233.286 0 3.84424
 30.6894 2.17867 0
 33.1524 1.98554 0.00612636
 41.5097 1.5483 0.558196
 43.3419 1.48696 0.681677
 44.4849 1.45369 0.738098
 47.2048 1.27793 0.963655
 51.0574 1.13389 1.97074
