 1.09737e-10 0
 1.09737e-10 0
 1.09737e-10 0
 45.5082 2.60325
 45.5082 2.60325
 45.5082 2.60325
 46.2036 0.594857
 46.2036 0.594857
 46.2036 0.594857
 73.3461 -0.309128
 73.3461 -0.309128
 73.3461 -0.309128
 205.381 2.71344
 205.381 2.71344
 205.381 2.71344
 7.7421 0.49885
 7.7421 0.49885
 17.2983 1.47364
 45.3681 2.43681
 45.3681 2.43681
 46.4094 0.571227
 46.5274 0.730399
 46.5274 0.730399
 57.9914 1.44313
 73.2345 -0.302299
 73.2345 -0.302299
 86.5658 0.36276
 205.398 2.71136
 205.398 2.71136
 244.166 1.83866
 15.1005 0.579476
 15.1005 0.579476
 29.7817 1.16912
 44.6964 2.13048
 44.6964 2.13048
 46.9664 0.508765
 47.6709 0.943477
 47.6709 0.943477
 64.4726 1.69136
 72.9012 -0.283618
 72.9012 -0.283618
 95.2191 0.526157
 205.445 2.70567
 205.445 2.70567
 240.078 1.79171
 21.7544 0.716023
 21.7544 0.716023
 38.2958 1.05264
 43.4723 1.92664
 43.4723 1.92664
 47.7155 0.428076
 49.4101 0.993315
 49.4101 0.993315
 67.0469 1.47968
 72.3647 -0.258275
 72.3647 -0.258275
 112.377 0.989024
 205.508 2.69788
 205.508 2.69788
 233.425 1.71315
 27.5033 0.903494
 27.5033 0.903494
 41.6873 1.7341
 41.6873 1.7341
 44.8927 1.0946
 48.4514 0.352286
 51.3285 0.98153
 51.3285 0.98153
 66.3575 1.23418
 71.702 -0.233935
 71.702 -0.233935
 132.212 1.34142
 205.573 2.69008
 205.573 2.69008
 224.737 1.60104
 32.289 1.13127
 32.289 1.13127
 39.2923 1.5194
 39.2923 1.5194
 48.9821 0.29965
 49.9431 1.22618
 52.877 0.957786
 52.877 0.957786
 64.4207 1.01608
 71.1031 -0.218027
 71.1031 -0.218027
 148.944 1.58852
 205.62 2.68436
 205.62 2.68436
 215.75 1.45904
 35.9183 1.66272
 35.9183 1.66272
 36.4589 0.995191
 36.4589 0.995191
 49.1747 0.280949
 52.1711 1.34034
 53.4826 0.947445
 53.4826 0.947445
 63.1886 0.878203
 70.8515 -0.213056
 70.8515 -0.213056
 156.151 1.70893
 205.638 2.68226
 205.638 2.68226
 211.268 1.36779
 32.289 1.13127
 32.289 1.13127
 39.2923 1.5194
 39.2923 1.5194
 48.9821 0.29965
 49.9431 1.22618
 52.877 0.957786
 52.877 0.957786
 64.4207 1.01608
 71.1031 -0.218027
 71.1031 -0.218027
 148.944 1.58852
 205.62 2.68436
 205.62 2.68436
 215.75 1.45904
 27.5033 0.903494
 27.5033 0.903494
