   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000   0.0000000
   2.0000000   0.0000050   0.0000050   0.0000050   0.0000100   0.0000100   0.0000100
   4.0000000   0.0000390   0.0000390   0.0000390   0.0000880   0.0000880   0.0000880
   6.0000000   0.0001320   0.0001320   0.0001320   0.0003520   0.0003520   0.0003520
   8.0000000   0.0004590   0.0004590   0.0004590   0.0012700   0.0012700   0.0012700
  10.0000000   0.0006200   0.0006200   0.0006200   0.0025100   0.0025100   0.0025100
  12.0000000   0.0007350   0.0007350   0.0007350   0.0039800   0.0039800   0.0039800
  14.0000000   0.0009070   0.0009070   0.0009070   0.0057940   0.0057940   0.0057940
  16.0000000   0.0012510   0.0012510   0.0012510   0.0082960   0.0082960   0.0082960
  18.0000000   0.0016460   0.0016460   0.0016460   0.0115880   0.0115880   0.0115880
  20.0000000   0.0022130   0.0022130   0.0022130   0.0160140   0.0160140   0.0160140
  22.0000000   0.0028550   0.0028550   0.0028550   0.0217240   0.0217240   0.0217240
  24.0000000   0.0035770   0.0035770   0.0035770   0.0288780   0.0288780   0.0288780
  26.0000000   0.0031970   0.0031970   0.0031970   0.0352720   0.0352720   0.0352720
  28.0000000   0.0026900   0.0026900   0.0026900   0.0406520   0.0406520   0.0406520
  30.0000000   0.0025620   0.0025620   0.0025620   0.0457760   0.0457760   0.0457760
  32.0000000   0.0038710   0.0038710   0.0038710   0.0535180   0.0535180   0.0535180
  34.0000000   0.0031040   0.0031040   0.0031040   0.0597260   0.0597260   0.0597260
  36.0000000   0.0020890   0.0020890   0.0020890   0.0639040   0.0639040   0.0639040
  38.0000000   0.0037210   0.0037210   0.0037210   0.0713460   0.0713460   0.0713460
  40.0000000   0.0069890   0.0069890   0.0069890   0.0853240   0.0853240   0.0853240
  42.0000000   0.0066840   0.0066840   0.0066840   0.0986920   0.0986920   0.0986920
  44.0000000   0.0081480   0.0081480   0.0081480   0.1149880   0.1149880   0.1149880
  46.0000000   0.0109050   0.0109050   0.0109050   0.1367980   0.1367980   0.1367980
  48.0000000   0.0125740   0.0125740   0.0125740   0.1619460   0.1619460   0.1619460
  50.0000000   0.0139190   0.0139190   0.0139190   0.1897840   0.1897840   0.1897840
  52.0000000   0.0078260   0.0078260   0.0078260   0.2054360   0.2054360   0.2054360
  54.0000000   0.0057900   0.0057900   0.0057900   0.2170160   0.2170160   0.2170160
  56.0000000   0.0046780   0.0046780   0.0046780   0.2263720   0.2263720   0.2263720
  58.0000000   0.0043570   0.0043570   0.0043570   0.2350860   0.2350860   0.2350860
  60.0000000   0.0044210   0.0044210   0.0044210   0.2439280   0.2439280   0.2439280
  62.0000000   0.0067990   0.0067990   0.0067990   0.2575260   0.2575260   0.2575260
  64.0000000   0.0087030   0.0087030   0.0087030   0.2749320   0.2749320   0.2749320
  66.0000000   0.0102270   0.0102270   0.0102270   0.2953860   0.2953860   0.2953860
  68.0000000   0.0128590   0.0128590   0.0128590   0.3211040   0.3211040   0.3211040
  70.0000000   0.0220300   0.0220300   0.0220300   0.3651640   0.3651640   0.3651640
  72.0000000   0.0082690   0.0082690   0.0082690   0.3817020   0.3817020   0.3817020
  74.0000000   0.0068480   0.0068480   0.0068480   0.3953980   0.3953980   0.3953980
  76.0000000   0.0061180   0.0061180   0.0061180   0.4076340   0.4076340   0.4076340
  78.0000000   0.0061250   0.0061250   0.0061250   0.4198840   0.4198840   0.4198840
  80.0000000   0.0071240   0.0071240   0.0071240   0.4341320   0.4341320   0.4341320
  82.0000000   0.0077830   0.0077830   0.0077830   0.4496980   0.4496980   0.4496980
  84.0000000   0.0087850   0.0087850   0.0087850   0.4672680   0.4672680   0.4672680
  86.0000000   0.0104970   0.0104970   0.0104970   0.4882620   0.4882620   0.4882620
  88.0000000   0.0139650   0.0139650   0.0139650   0.5161920   0.5161920   0.5161920
  90.0000000   0.0169540   0.0169540   0.0169540   0.5501000   0.5501000   0.5501000
  92.0000000   0.0138050   0.0138050   0.0138050   0.5777100   0.5777100   0.5777100
  94.0000000   0.0110390   0.0110390   0.0110390   0.5997880   0.5997880   0.5997880
  96.0000000   0.0101100   0.0101100   0.0101100   0.6200079   0.6200079   0.6200079
  98.0000000   0.0092200   0.0092200   0.0092200   0.6384479   0.6384479   0.6384479
 100.0000000   0.0086090   0.0086090   0.0086090   0.6556659   0.6556659   0.6556659
 102.0000000   0.0084690   0.0084690   0.0084690   0.6726040   0.6726040   0.6726040
 104.0000000   0.0094820   0.0094820   0.0094820   0.6915680   0.6915680   0.6915680
 106.0000000   0.0145370   0.0145370   0.0145370   0.7206420   0.7206420   0.7206420
 108.0000000   0.0126300   0.0126300   0.0126300   0.7459019   0.7459019   0.7459019
 110.0000000   0.0100690   0.0100690   0.0100690   0.7660400   0.7660400   0.7660400
 112.0000000   0.0089270   0.0089270   0.0089270   0.7838939   0.7838939   0.7838939
 114.0000000   0.0075590   0.0075590   0.0075590   0.7990119   0.7990119   0.7990119
 116.0000000   0.0054150   0.0054150   0.0054150   0.8098420   0.8098420   0.8098420
 118.0000000   0.0069720   0.0069720   0.0069720   0.8237860   0.8237860   0.8237860
 120.0000000   0.0036860   0.0036860   0.0036860   0.8311580   0.8311580   0.8311580
 122.0000000   0.0024060   0.0024060   0.0024060   0.8359700   0.8359700   0.8359700
 124.0000000   0.0029490   0.0029490   0.0029490   0.8418680   0.8418680   0.8418680
 126.0000000   0.0022390   0.0022390   0.0022390   0.8463460   0.8463460   0.8463460
 128.0000000   0.0014040   0.0014040   0.0014040   0.8491540   0.8491540   0.8491540
 130.0000000   0.0007840   0.0007840   0.0007840   0.8507220   0.8507220   0.8507220
 132.0000000   0.0004050   0.0004050   0.0004050   0.8515320   0.8515320   0.8515320
 134.0000000   0.0003040   0.0003040   0.0003040   0.8521400   0.8521400   0.8521400
 136.0000000   0.0000090   0.0000090   0.0000090   0.8521580   0.8521580   0.8521580
 138.0000000   0.0000040   0.0000040   0.0000040   0.8521660   0.8521660   0.8521660
 140.0000000   0.0000040   0.0000040   0.0000040   0.8521740   0.8521740   0.8521740
 142.0000000   0.0000040   0.0000040   0.0000040   0.8521820   0.8521820   0.8521820
 144.0000000   0.0000050   0.0000050   0.0000050   0.8521920   0.8521920   0.8521920
 146.0000000   0.0000050   0.0000050   0.0000050   0.8522020   0.8522020   0.8522020
 148.0000000   0.0011280   0.0011280   0.0011280   0.8544580   0.8544580   0.8544580
 150.0000000   0.0250050   0.0250050   0.0250050   0.9044679   0.9044679   0.9044679
 152.0000000   0.0232250   0.0232250   0.0232250   0.9509180   0.9509180   0.9509180
 154.0000000   0.0043480   0.0043480   0.0043480   0.9596140   0.9596140   0.9596140
 156.0000000   0.0013570   0.0013570   0.0013570   0.9623280   0.9623280   0.9623280
 158.0000000   0.0003730   0.0003730   0.0003730   0.9630740   0.9630740   0.9630740
 160.0000000   0.0001150   0.0001150   0.0001150   0.9633040   0.9633040   0.9633040
 162.0000000   0.0000000   0.0000000   0.0000000   0.9633040   0.9633040   0.9633040
 164.0000000   0.0000000   0.0000000   0.0000000   0.9633040   0.9633040   0.9633040
 166.0000000   0.0000000   0.0000000   0.0000000   0.9633040   0.9633040   0.9633040
 168.0000000   0.0000000   0.0000000   0.0000000   0.9633040   0.9633040   0.9633040
 170.0000000   0.0000000   0.0000000   0.0000000   0.9633040   0.9633040   0.9633040
 172.0000000   0.0000000   0.0000000   0.0000000   0.9633040   0.9633040   0.9633040
